1	0.1267448438072524	0.8624604617597535	0.2534896876145048	0.276195771064524
1	0.09380234505862645	0.6171598961604898	0.12506982749031614	0.13102554329808763
1	0.07984367127793916	0.11129723255491868	0.15968734255587833	0.22259446510983735
1	0.9101061030248899	0.8907500692481504	0.16303747742619343	0.2196165560877303
1	0.4276940427233825	0.9201563372417643	0.33054166503088356	0.14740368509212728
1	0.7319932998324957	0.9473292501461298	0.09938578389996859	0.10645819429177135
1	0.673925198502277	0.05620696356947497	0.30262416411484505	0.11241392713894995
1	0.2540480519459275	0.053229114185292775	0.2155220887968488	0.10645822837058555
1	0.939977674628023	0.4444444614838515	0.12004465074395423	0.4168993227312779
1	0.9450028002561636	0.6811837303378873	0.10999439948767283	0.11911411168254465
0	0.532942498748626	0.4753396839885189	0.5857062922849927	0.638004884448283
1	0.774427711065091	0.7206402836665968	0.11948638864897401	0.2456728084868788
